id,rs,statut,ville,latitude,longitude,redo_n,redo_pct,redo_tot,annee,ABL,ANN,BPG,REV,SLE,COE,LAP,ROB
10780195,CLINIQUE CONVERT BOURG-EN-B.,private for profit,BOURG-EN-BRESSE,46.21152465,5.253603167,130,32.1,405,2020,6,1,35,3,20,62,3,0
10780195,CLINIQUE CONVERT BOURG-EN-B.,private for profit,BOURG-EN-BRESSE,46.21152465,5.253603167,130,32.1,405,2021,3,0,65,1,18,88,0,0
10780195,CLINIQUE CONVERT BOURG-EN-B.,private for profit,BOURG-EN-BRESSE,46.21152465,5.253603167,130,32.1,405,2022,1,1,51,10,12,65,10,0
10780195,CLINIQUE CONVERT BOURG-EN-B.,private for profit,BOURG-EN-BRESSE,46.21152465,5.253603167,130,32.1,405,2023,8,0,64,6,15,90,4,0
10780195,CLINIQUE CONVERT BOURG-EN-B.,private for profit,BOURG-EN-BRESSE,46.21152465,5.253603167,130,32.1,405,2024,5,0,57,6,15,77,5,1
10780203,HÔPITAL PRIVÉ D'AMBERIEU,private for profit,AMBERIEU-EN-BUGEY,45.95842326,5.359546069,237,42.5,558,2020,21,8,16,0,20,65,0,0
10780203,HÔPITAL PRIVÉ D'AMBERIEU,private for profit,AMBERIEU-EN-BUGEY,45.95842326,5.359546069,237,42.5,558,2021,18,4,34,2,46,99,5,0
10780203,HÔPITAL PRIVÉ D'AMBERIEU,private for profit,AMBERIEU-EN-BUGEY,45.95842326,5.359546069,237,42.5,558,2022,17,2,57,5,42,114,9,0
10780203,HÔPITAL PRIVÉ D'AMBERIEU,private for profit,AMBERIEU-EN-BUGEY,45.95842326,5.359546069,237,42.5,558,2023,21,2,80,9,41,136,17,0
10780203,HÔPITAL PRIVÉ D'AMBERIEU,private for profit,AMBERIEU-EN-BUGEY,45.95842326,5.359546069,237,42.5,558,2024,11,2,55,9,36,105,8,0
20000162,CH SAINT-QUENTIN,public,SAINT-QUENTIN,49.86184363,3.269145725,44,13.7,321,2020,1,0,7,0,52,60,0,0
20000162,CH SAINT-QUENTIN,public,SAINT-QUENTIN,49.86184363,3.269145725,44,13.7,321,2021,4,0,10,2,53,68,2,0
20000162,CH SAINT-QUENTIN,public,SAINT-QUENTIN,49.86184363,3.269145725,44,13.7,321,2022,5,0,10,1,52,65,3,0
20000162,CH SAINT-QUENTIN,public,SAINT-QUENTIN,49.86184363,3.269145725,44,13.7,321,2023,4,0,4,2,53,60,3,0
20000162,CH SAINT-QUENTIN,public,SAINT-QUENTIN,49.86184363,3.269145725,44,13.7,321,2024,2,0,8,0,50,45,0,15
20000394,CH LAON,public,LAON,49.56371359,3.610968257,156,50.2,311,2020,16,0,1,6,25,40,8,0
20000394,CH LAON,public,LAON,49.56371359,3.610968257,156,50.2,311,2021,21,0,5,6,38,61,9,0
20000394,CH LAON,public,LAON,49.56371359,3.610968257,156,50.2,311,2022,11,0,3,4,50,61,7,0
20000394,CH LAON,public,LAON,49.56371359,3.610968257,156,50.2,311,2023,19,0,1,5,34,53,6,0
20000394,CH LAON,public,LAON,49.56371359,3.610968257,156,50.2,311,2024,15,0,5,4,42,57,9,0
20010047,POLYCLINIQUE ST CLAUDE,private for profit,SAINT-QUENTIN,49.85967449,3.308836892,54,14.3,377,2020,1,5,14,2,49,70,1,0
20010047,POLYCLINIQUE ST CLAUDE,private for profit,SAINT-QUENTIN,49.85967449,3.308836892,54,14.3,377,2021,6,3,22,0,56,87,0,0
20010047,POLYCLINIQUE ST CLAUDE,private for profit,SAINT-QUENTIN,49.85967449,3.308836892,54,14.3,377,2022,2,1,15,0,70,87,1,0
20010047,POLYCLINIQUE ST CLAUDE,private for profit,SAINT-QUENTIN,49.85967449,3.308836892,54,14.3,377,2023,4,0,9,0,47,60,0,0
20010047,POLYCLINIQUE ST CLAUDE,private for profit,SAINT-QUENTIN,49.85967449,3.308836892,54,14.3,377,2024,3,1,15,1,51,70,1,0
30781116,CLINIQUE ST-FRANC ST ANT -DESERTINE,private for profit,DESERTINES,46.34524299,2.619710053,37,14.0,264,2020,2,0,2,0,18,22,0,0
30781116,CLINIQUE ST-FRANC ST ANT -DESERTINE,private for profit,DESERTINES,46.34524299,2.619710053,37,14.0,264,2021,3,0,5,0,58,65,1,0
30781116,CLINIQUE ST-FRANC ST ANT -DESERTINE,private for profit,DESERTINES,46.34524299,2.619710053,37,14.0,264,2022,0,0,4,0,40,44,0,0
30781116,CLINIQUE ST-FRANC ST ANT -DESERTINE,private for profit,DESERTINES,46.34524299,2.619710053,37,14.0,264,2023,5,0,7,1,52,64,1,0
30781116,CLINIQUE ST-FRANC ST ANT -DESERTINE,private for profit,DESERTINES,46.34524299,2.619710053,37,14.0,264,2024,6,0,5,2,54,67,0,0
60000510,CH D'ANTIBES JUAN LES PINS,public,ANTIBES,43.60046546,7.12287483,45,9.7,462,2020,1,0,50,2,6,59,0,0
60000510,CH D'ANTIBES JUAN LES PINS,public,ANTIBES,43.60046546,7.12287483,45,9.7,462,2021,1,0,97,4,22,119,4,1
60000510,CH D'ANTIBES JUAN LES PINS,public,ANTIBES,43.60046546,7.12287483,45,9.7,462,2022,1,0,85,1,23,108,2,0
60000510,CH D'ANTIBES JUAN LES PINS,public,ANTIBES,43.60046546,7.12287483,45,9.7,462,2023,0,0,56,2,23,81,0,0
60000510,CH D'ANTIBES JUAN LES PINS,public,ANTIBES,43.60046546,7.12287483,45,9.7,462,2024,0,0,74,0,14,88,0,0
60021417,HÔPITAL PRIVÉ CANNES OXFORD,private for profit,CANNES,43.56471982,7.02775367,32,8.2,391,2020,0,0,28,1,19,47,1,0
60021417,HÔPITAL PRIVÉ CANNES OXFORD,private for profit,CANNES,43.56471982,7.02775367,32,8.2,391,2021,1,1,41,2,35,76,2,2
60021417,HÔPITAL PRIVÉ CANNES OXFORD,private for profit,CANNES,43.56471982,7.02775367,32,8.2,391,2022,1,0,40,4,35,71,3,6
60021417,HÔPITAL PRIVÉ CANNES OXFORD,private for profit,CANNES,43.56471982,7.02775367,32,8.2,391,2023,2,0,44,1,49,94,1,1
60021417,HÔPITAL PRIVÉ CANNES OXFORD,private for profit,CANNES,43.56471982,7.02775367,32,8.2,391,2024,0,2,38,3,44,84,1,2
60780491,INSTITUT ARNAULT TZANCK,private for profit,SAINT-LAURENT-DU-VAR,43.66153143,7.185219874,87,18.2,478,2020,5,1,14,9,67,83,4,11
60780491,INSTITUT ARNAULT TZANCK,private for profit,SAINT-LAURENT-DU-VAR,43.66153143,7.185219874,87,18.2,478,2021,4,1,18,4,72,77,4,20
60780491,INSTITUT ARNAULT TZANCK,private for profit,SAINT-LAURENT-DU-VAR,43.66153143,7.185219874,87,18.2,478,2022,5,0,45,7,42,94,3,2
60780491,INSTITUT ARNAULT TZANCK,private for profit,SAINT-LAURENT-DU-VAR,43.66153143,7.185219874,87,18.2,478,2023,2,0,44,13,19,61,11,6
60780491,INSTITUT ARNAULT TZANCK,private for profit,SAINT-LAURENT-DU-VAR,43.66153143,7.185219874,87,18.2,478,2024,0,1,55,6,39,84,4,14
60780590,CLINIQUE DU PALAIS,private for profit,GRASSE,43.65738124,6.929586117,55,16.4,336,2020,7,0,20,2,66,95,0,0
60780590,CLINIQUE DU PALAIS,private for profit,GRASSE,43.65738124,6.929586117,55,16.4,336,2021,2,1,33,1,47,81,0,3
60780590,CLINIQUE DU PALAIS,private for profit,GRASSE,43.65738124,6.929586117,55,16.4,336,2022,0,0,27,1,35,61,0,2
60780590,CLINIQUE DU PALAIS,private for profit,GRASSE,43.65738124,6.929586117,55,16.4,336,2023,3,0,25,1,8,36,1,0
60780590,CLINIQUE DU PALAIS,private for profit,GRASSE,43.65738124,6.929586117,55,16.4,336,2024,2,0,34,4,17,55,0,2
60780715,CLINIQUE SAINT GEORGE,private for profit,NICE,43.73941194,7.272875323,39,11.1,351,2020,1,0,7,4,51,59,4,0
60780715,CLINIQUE SAINT GEORGE,private for profit,NICE,43.73941194,7.272875323,39,11.1,351,2021,3,0,5,2,79,87,2,0
60780715,CLINIQUE SAINT GEORGE,private for profit,NICE,43.73941194,7.272875323,39,11.1,351,2022,2,0,3,4,66,74,1,0
60780715,CLINIQUE SAINT GEORGE,private for profit,NICE,43.73941194,7.272875323,39,11.1,351,2023,0,0,12,6,59,21,2,54
60780715,CLINIQUE SAINT GEORGE,private for profit,NICE,43.73941194,7.272875323,39,11.1,351,2024,1,0,7,4,33,6,5,36
60789195,CHU DE NICE HÔPITAL DE L'ARCHET,public,NICE,43.70156785,7.203635912,203,20.8,977,2020,8,0,72,3,130,207,6,0
60789195,CHU DE NICE HÔPITAL DE L'ARCHET,public,NICE,43.70156785,7.203635912,203,20.8,977,2021,5,0,64,4,132,204,1,0
60789195,CHU DE NICE HÔPITAL DE L'ARCHET,public,NICE,43.70156785,7.203635912,203,20.8,977,2022,5,0,92,2,129,228,0,0
60789195,CHU DE NICE HÔPITAL DE L'ARCHET,public,NICE,43.70156785,7.203635912,203,20.8,977,2023,5,0,90,3,98,192,3,1
60789195,CHU DE NICE HÔPITAL DE L'ARCHET,public,NICE,43.70156785,7.203635912,203,20.8,977,2024,5,0,38,20,72,104,13,18
70780424,CLINIQUE PASTEUR,private for profit,GUILHERAND-GRANGES,44.93423502,4.88304658,175,28.6,612,2020,11,11,34,3,65,118,6,0
70780424,CLINIQUE PASTEUR,private for profit,GUILHERAND-GRANGES,44.93423502,4.88304658,175,28.6,612,2021,26,12,20,7,82,142,5,0
70780424,CLINIQUE PASTEUR,private for profit,GUILHERAND-GRANGES,44.93423502,4.88304658,175,28.6,612,2022,17,13,38,9,69,135,11,0
70780424,CLINIQUE PASTEUR,private for profit,GUILHERAND-GRANGES,44.93423502,4.88304658,175,28.6,612,2023,5,21,30,5,40,95,7,0
70780424,CLINIQUE PASTEUR,private for profit,GUILHERAND-GRANGES,44.93423502,4.88304658,175,28.6,612,2024,5,9,34,2,43,81,4,8
80010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,private not-for-profit,CHARLEVILLE-MEZIERES,49.76168131,4.69511383,127,20.5,620,2020,8,0,13,0,69,89,1,0
80010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,private not-for-profit,CHARLEVILLE-MEZIERES,49.76168131,4.69511383,127,20.5,620,2021,8,0,10,0,125,141,2,0
80010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,private not-for-profit,CHARLEVILLE-MEZIERES,49.76168131,4.69511383,127,20.5,620,2022,13,0,6,0,116,135,0,0
80010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,private not-for-profit,CHARLEVILLE-MEZIERES,49.76168131,4.69511383,127,20.5,620,2023,6,0,14,0,105,125,0,0
80010473,GCS TERRIT ARDEN NORD SITE CH CHARLEVI,private not-for-profit,CHARLEVILLE-MEZIERES,49.76168131,4.69511383,127,20.5,620,2024,16,0,3,0,108,127,0,0
100000082,CLINIQUE PAYS DE SEINE,private for profit,ROMILLY-SUR-SEINE,48.5170205,3.717459559,45,16.9,267,2020,9,0,1,0,96,104,2,0
100000082,CLINIQUE PAYS DE SEINE,private for profit,ROMILLY-SUR-SEINE,48.5170205,3.717459559,45,16.9,267,2021,4,0,5,0,102,111,0,0
100000082,CLINIQUE PAYS DE SEINE,private for profit,ROMILLY-SUR-SEINE,48.5170205,3.717459559,45,16.9,267,2022,3,0,0,1,46,50,0,0
100000124,POLYCLINIQUE MONTIER LA CELLE,private for profit,SAINT-ANDRE-LES-VERGERS,48.28476831,4.056492353,169,25.0,675,2020,8,7,24,23,41,101,2,0
100000124,POLYCLINIQUE MONTIER LA CELLE,private for profit,SAINT-ANDRE-LES-VERGERS,48.28476831,4.056492353,169,25.0,675,2021,1,14,38,30,51,134,0,0
100000124,POLYCLINIQUE MONTIER LA CELLE,private for profit,SAINT-ANDRE-LES-VERGERS,48.28476831,4.056492353,169,25.0,675,2022,5,12,77,21,72,184,3,0
100000124,POLYCLINIQUE MONTIER LA CELLE,private for profit,SAINT-ANDRE-LES-VERGERS,48.28476831,4.056492353,169,25.0,675,2023,9,20,45,13,62,147,2,0
100000124,POLYCLINIQUE MONTIER LA CELLE,private for profit,SAINT-ANDRE-LES-VERGERS,48.28476831,4.056492353,169,25.0,675,2024,9,8,31,17,37,97,5,0
100010818,GCS HÔPITAL PRIVÉ DE L'AUBE SITE CLQ,private not-for-profit,-9999,-9999.0,-9999.0,61,19.9,307,2020,3,0,1,0,8,12,0,0
100010818,GCS HÔPITAL PRIVÉ DE L'AUBE SITE CLQ,private not-for-profit,-9999,-9999.0,-9999.0,61,19.9,307,2021,6,1,3,4,20,30,4,0
100010818,GCS HÔPITAL PRIVÉ DE L'AUBE SITE CLQ,private not-for-profit,-9999,-9999.0,-9999.0,61,19.9,307,2022,3,1,0,0,48,52,0,0
100010818,GCS HÔPITAL PRIVÉ DE L'AUBE SITE CLQ,private not-for-profit,-9999,-9999.0,-9999.0,61,19.9,307,2023,8,0,0,2,100,110,0,0
100010818,GCS HÔPITAL PRIVÉ DE L'AUBE SITE CLQ,private not-for-profit,-9999,-9999.0,-9999.0,61,19.9,307,2024,7,0,0,1,91,99,0,0
110000023,CH CARCASSONNE,public,CARCASSONNE,43.2190998,2.399910468,102,19.7,518,2020,2,4,7,1,49,63,0,0
110000023,CH CARCASSONNE,public,CARCASSONNE,43.2190998,2.399910468,102,19.7,518,2021,9,7,16,7,79,117,1,0
110000023,CH CARCASSONNE,public,CARCASSONNE,43.2190998,2.399910468,102,19.7,518,2022,9,8,15,3,82,114,3,0
110000023,CH CARCASSONNE,public,CARCASSONNE,43.2190998,2.399910468,102,19.7,518,2023,9,2,16,5,88,119,1,0
110000023,CH CARCASSONNE,public,CARCASSONNE,43.2190998,2.399910468,102,19.7,518,2024,7,4,12,4,73,96,4,0
130001225,HÔPITAL DU PAYS SALONAIS,public,SALON-DE-PROVENCE,43.63935609,5.102530176,87,27.4,317,2020,12,0,15,0,29,56,0,0
130001225,HÔPITAL DU PAYS SALONAIS,public,SALON-DE-PROVENCE,43.63935609,5.102530176,87,27.4,317,2021,7,0,26,1,31,65,0,0
130001225,HÔPITAL DU PAYS SALONAIS,public,SALON-DE-PROVENCE,43.63935609,5.102530176,87,27.4,317,2022,8,0,29,0,44,81,1,0
130001225,HÔPITAL DU PAYS SALONAIS,public,SALON-DE-PROVENCE,43.63935609,5.102530176,87,27.4,317,2023,3,0,17,0,41,61,0,0
130001225,HÔPITAL DU PAYS SALONAIS,public,SALON-DE-PROVENCE,43.63935609,5.102530176,87,27.4,317,2024,5,0,19,0,29,53,0,0
130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,private not-for-profit,MARSEILLE 3E ARRONDISSEMENT,43.30970098,5.37305129,567,35.1,1614,2020,30,51,68,17,185,329,18,5
130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,private not-for-profit,MARSEILLE 3E ARRONDISSEMENT,43.30970098,5.37305129,567,35.1,1614,2021,58,45,113,33,124,326,42,5
130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,private not-for-profit,MARSEILLE 3E ARRONDISSEMENT,43.30970098,5.37305129,567,35.1,1614,2022,42,30,106,40,73,244,40,7
130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,private not-for-profit,MARSEILLE 3E ARRONDISSEMENT,43.30970098,5.37305129,567,35.1,1614,2023,47,50,95,44,59,225,47,25
130043664,HÔPITAL EUROPEEN DESBIEF AMBROISE PARE,private not-for-profit,MARSEILLE 3E ARRONDISSEMENT,43.30970098,5.37305129,567,35.1,1614,2024,40,53,108,38,62,242,32,27
130780521,APHM HÔPITAL NORD,public,MARSEILLE 15E ARRONDISSEMENT,43.38102288,5.362923436,106,27.1,391,2020,2,0,24,6,19,43,7,1
130780521,APHM HÔPITAL NORD,public,MARSEILLE 15E ARRONDISSEMENT,43.38102288,5.362923436,106,27.1,391,2021,4,0,22,4,51,75,5,1
130780521,APHM HÔPITAL NORD,public,MARSEILLE 15E ARRONDISSEMENT,43.38102288,5.362923436,106,27.1,391,2022,3,0,22,1,29,53,2,0
130780521,APHM HÔPITAL NORD,public,MARSEILLE 15E ARRONDISSEMENT,43.38102288,5.362923436,106,27.1,391,2023,10,0,34,8,37,78,9,2
130780521,APHM HÔPITAL NORD,public,MARSEILLE 15E ARRONDISSEMENT,43.38102288,5.362923436,106,27.1,391,2024,9,0,34,6,66,97,4,14
130780521,APHM HÔPITAL NORD,public,MARSEILLE 15E ARRONDISSEMENT,43.38102288,5.362923436,106,27.1,391,2020,2,0,24,6,19,43,7,1
130780521,APHM HÔPITAL NORD,public,MARSEILLE 15E ARRONDISSEMENT,43.38102288,5.362923436,106,27.1,391,2021,4,0,22,4,51,75,5,1
130780521,APHM HÔPITAL NORD,public,MARSEILLE 15E ARRONDISSEMENT,43.38102288,5.362923436,106,27.1,391,2022,3,0,22,1,29,53,2,0
130780521,APHM HÔPITAL NORD,public,MARSEILLE 15E ARRONDISSEMENT,43.38102288,5.362923436,106,27.1,391,2023,10,0,34,8,37,78,9,2
130780521,APHM HÔPITAL NORD,public,MARSEILLE 15E ARRONDISSEMENT,43.38102288,5.362923436,106,27.1,391,2024,9,0,34,6,66,97,4,14
130781479,CLINIQUE LA CASAMANCE,private for profit,AUBAGNE,43.2762941,5.531261699,232,29.7,780,2020,15,0,7,11,76,96,8,7
130781479,CLINIQUE LA CASAMANCE,private for profit,AUBAGNE,43.2762941,5.531261699,232,29.7,780,2021,19,1,15,9,117,139,9,16
130781479,CLINIQUE LA CASAMANCE,private for profit,AUBAGNE,43.2762941,5.531261699,232,29.7,780,2022,9,0,27,13,116,132,13,25
130781479,CLINIQUE LA CASAMANCE,private for profit,AUBAGNE,43.2762941,5.531261699,232,29.7,780,2023,13,0,33,9,107,127,7,32
130781479,CLINIQUE LA CASAMANCE,private for profit,AUBAGNE,43.2762941,5.531261699,232,29.7,780,2024,11,0,36,16,106,135,12,22
130782162,CLINIQUE DE MARTIGUES,private for profit,MARTIGUES,43.40116712,5.05258216,128,25.0,512,2020,10,0,14,2,23,49,0,0
130782162,CLINIQUE DE MARTIGUES,private for profit,MARTIGUES,43.40116712,5.05258216,128,25.0,512,2021,8,0,54,2,67,131,0,0
130782162,CLINIQUE DE MARTIGUES,private for profit,MARTIGUES,43.40116712,5.05258216,128,25.0,512,2022,8,0,45,5,72,127,0,3
130782162,CLINIQUE DE MARTIGUES,private for profit,MARTIGUES,43.40116712,5.05258216,128,25.0,512,2023,7,0,48,0,50,99,0,6
130782162,CLINIQUE DE MARTIGUES,private for profit,MARTIGUES,43.40116712,5.05258216,128,25.0,512,2024,7,0,40,4,46,96,0,1
130783236,APHM HÔPITAL LA CONCEPTION,public,MARSEILLE 5E ARRONDISSEMENT,43.28947461,5.396476891,162,26.2,618,2020,8,4,27,13,73,78,13,34
130783236,APHM HÔPITAL LA CONCEPTION,public,MARSEILLE 5E ARRONDISSEMENT,43.28947461,5.396476891,162,26.2,618,2021,6,0,38,19,87,18,17,115
130783236,APHM HÔPITAL LA CONCEPTION,public,MARSEILLE 5E ARRONDISSEMENT,43.28947461,5.396476891,162,26.2,618,2022,9,0,32,20,96,23,19,115
130783236,APHM HÔPITAL LA CONCEPTION,public,MARSEILLE 5E ARRONDISSEMENT,43.28947461,5.396476891,162,26.2,618,2023,3,0,28,9,88,6,6,116
130783236,APHM HÔPITAL LA CONCEPTION,public,MARSEILLE 5E ARRONDISSEMENT,43.28947461,5.396476891,162,26.2,618,2024,4,0,14,6,34,13,6,39
130783236,APHM HÔPITAL DE LA CONCEPTION,public,MARSEILLE 5E ARRONDISSEMENT,43.28947461,5.396476891,162,26.2,618,2020,8,4,27,13,73,78,13,34
130783236,APHM HÔPITAL DE LA CONCEPTION,public,MARSEILLE 5E ARRONDISSEMENT,43.28947461,5.396476891,162,26.2,618,2021,6,0,38,19,87,18,17,115
130783236,APHM HÔPITAL DE LA CONCEPTION,public,MARSEILLE 5E ARRONDISSEMENT,43.28947461,5.396476891,162,26.2,618,2022,9,0,32,20,96,23,19,115
130783236,APHM HÔPITAL DE LA CONCEPTION,public,MARSEILLE 5E ARRONDISSEMENT,43.28947461,5.396476891,162,26.2,618,2023,3,0,28,9,88,6,6,116
130783236,APHM HÔPITAL DE LA CONCEPTION,public,MARSEILLE 5E ARRONDISSEMENT,43.28947461,5.396476891,162,26.2,618,2024,4,0,14,6,34,13,6,39
130783327,CLINIQUE BOUCHARD,private for profit,MARSEILLE 6E ARRONDISSEMENT,43.28282058,5.379521087,202,20.1,1003,2020,6,0,4,0,33,43,0,0
130783327,CLINIQUE BOUCHARD,private for profit,MARSEILLE 6E ARRONDISSEMENT,43.28282058,5.379521087,202,20.1,1003,2021,11,1,14,7,149,172,10,0
130783327,CLINIQUE BOUCHARD,private for profit,MARSEILLE 6E ARRONDISSEMENT,43.28282058,5.379521087,202,20.1,1003,2022,10,0,15,10,216,243,9,0
130783327,CLINIQUE BOUCHARD,private for profit,MARSEILLE 6E ARRONDISSEMENT,43.28282058,5.379521087,202,20.1,1003,2023,7,0,28,12,196,230,13,0
130783327,CLINIQUE BOUCHARD,private for profit,MARSEILLE 6E ARRONDISSEMENT,43.28282058,5.379521087,202,20.1,1003,2024,6,0,37,28,212,261,22,0
130785652,HÔPITAL SAINT JOSEPH,private not-for-profit,MARSEILLE 8E ARRONDISSEMENT,43.27625268,5.392478716,148,28.2,525,2020,8,0,46,0,16,65,2,3
130785652,HÔPITAL SAINT JOSEPH,private not-for-profit,MARSEILLE 8E ARRONDISSEMENT,43.27625268,5.392478716,148,28.2,525,2021,5,0,69,0,31,102,2,1
130785652,HÔPITAL SAINT JOSEPH,private not-for-profit,MARSEILLE 8E ARRONDISSEMENT,43.27625268,5.392478716,148,28.2,525,2022,11,0,79,1,16,105,2,0
130785652,HÔPITAL SAINT JOSEPH,private not-for-profit,MARSEILLE 8E ARRONDISSEMENT,43.27625268,5.392478716,148,28.2,525,2023,11,0,86,5,13,110,4,1
130785652,HÔPITAL SAINT JOSEPH,private not-for-profit,MARSEILLE 8E ARRONDISSEMENT,43.27625268,5.392478716,148,28.2,525,2024,10,1,86,13,18,113,9,6
130786361,POLYCLINIQUE DU PARC RAMBOT,private for profit,AIX-EN-PROVENCE,43.53048379,5.458372245,283,19.7,1435,2020,20,6,76,20,121,214,16,13
130786361,POLYCLINIQUE DU PARC RAMBOT,private for profit,AIX-EN-PROVENCE,43.53048379,5.458372245,283,19.7,1435,2021,19,16,90,9,157,241,6,44
130786361,POLYCLINIQUE DU PARC RAMBOT,private for profit,AIX-EN-PROVENCE,43.53048379,5.458372245,283,19.7,1435,2022,16,9,96,15,158,272,11,11
130786361,POLYCLINIQUE DU PARC RAMBOT,private for profit,AIX-EN-PROVENCE,43.53048379,5.458372245,283,19.7,1435,2023,17,8,87,12,179,281,10,12
130786361,POLYCLINIQUE DU PARC RAMBOT,private for profit,AIX-EN-PROVENCE,43.53048379,5.458372245,283,19.7,1435,2024,15,5,93,19,172,281,14,9
130810740,CLINIQUE AXIUM,private for profit,AIX-EN-PROVENCE,43.53592246,5.434341422,165,22.9,719,2020,8,0,35,7,66,110,4,2
130810740,CLINIQUE AXIUM,private for profit,AIX-EN-PROVENCE,43.53592246,5.434341422,165,22.9,719,2021,4,0,45,4,113,154,4,8
130810740,CLINIQUE AXIUM,private for profit,AIX-EN-PROVENCE,43.53592246,5.434341422,165,22.9,719,2022,9,0,40,1,105,153,2,0
130810740,CLINIQUE AXIUM,private for profit,AIX-EN-PROVENCE,43.53592246,5.434341422,165,22.9,719,2023,8,0,43,4,99,153,1,0
130810740,CLINIQUE AXIUM,private for profit,AIX-EN-PROVENCE,43.53592246,5.434341422,165,22.9,719,2024,6,0,42,2,78,128,0,0
140000209,CHU COTE DE NACRE - CAEN,public,CAEN,49.20854284,-0.362549386,178,20.0,892,2020,5,0,113,6,43,153,8,7
140000209,CHU COTE DE NACRE - CAEN,public,CAEN,49.20854284,-0.362549386,178,20.0,892,2021,4,0,94,12,79,179,8,5
