"finessGeoDP","annee","mois","baria_t","n"
"010780195",2021,1,"BPG",2
"010780195",2021,2,"BPG",7
"010780195",2021,2,"SLE",2
"010780195",2021,3,"BPG",9
"010780195",2021,3,"SLE",3
"010780195",2021,4,"BPG",3
"010780195",2021,5,"BPG",4
"010780195",2021,5,"SLE",3
"010780195",2021,6,"BPG",6
"010780195",2021,6,"SLE",4
"010780195",2021,7,"BPG",4
"010780195",2021,7,"SLE",2
"010780195",2021,8,"BPG",7
"010780195",2021,9,"BPG",9
"010780195",2021,9,"SLE",1
"010780195",2021,10,"BPG",6
"010780195",2021,10,"SLE",1
"010780195",2021,11,"BPG",4
"010780195",2021,11,"SLE",1
"010780195",2021,12,"BPG",4
"010780195",2021,12,"SLE",1
"010780195",2022,1,"BPG",1
"010780195",2022,2,"BPG",3
"010780195",2022,2,"SLE",4
"010780195",2022,3,"BPG",2
"010780195",2022,3,"SLE",3
"010780195",2022,4,"BPG",8
"010780195",2022,5,"BPG",4
"010780195",2022,6,"BPG",2
"010780195",2022,6,"SLE",3
"010780195",2022,7,"BPG",6
"010780195",2022,8,"BPG",4
"010780195",2022,9,"BPG",4
"010780195",2022,10,"BPG",5
"010780195",2022,10,"SLE",1
"010780195",2022,11,"BPG",7
"010780195",2022,11,"SLE",1
"010780195",2022,12,"BPG",4
"010780195",2023,1,"BPG",4
"010780195",2023,1,"SLE",2
"010780195",2023,2,"BPG",8
"010780195",2023,3,"BPG",7
"010780195",2023,3,"SLE",2
"010780195",2023,4,"BPG",4
"010780195",2023,4,"SLE",1
"010780195",2023,5,"BPG",3
"010780195",2023,5,"SLE",1
"010780195",2023,6,"BPG",6
"010780195",2023,6,"SLE",1
"010780195",2023,7,"BPG",6
"010780195",2023,7,"SLE",1
"010780195",2023,8,"BPG",3
"010780195",2023,9,"BPG",5
"010780195",2023,9,"SLE",3
"010780195",2023,10,"BPG",6
"010780195",2023,10,"SLE",3
"010780195",2023,11,"BPG",8
"010780195",2023,12,"BPG",4
"010780195",2023,12,"SLE",1
"010780195",2024,1,"BPG",6
"010780195",2024,1,"SLE",2
"010780195",2024,2,"BPG",9
"010780195",2024,2,"SLE",1
"010780195",2024,3,"BPG",7
"010780195",2024,3,"SLE",3
"010780195",2024,4,"BPG",3
"010780195",2024,4,"SLE",2
"010780195",2024,5,"BPG",5
"010780195",2024,5,"SLE",2
"010780195",2024,6,"BPG",8
"010780195",2024,6,"SLE",1
"010780195",2024,7,"BPG",9
"010780195",2024,9,"BPG",3
"010780195",2024,9,"SLE",1
"010780195",2024,10,"BPG",2
"010780195",2024,10,"SLE",3
"010780195",2024,11,"BPG",4
"010780195",2024,12,"BPG",1
"010780195",2025,1,"BPG",3
"010780195",2025,1,"SLE",5
"010780195",2025,2,"BPG",3
"010780195",2025,2,"SLE",2
"010780195",2025,3,"BPG",6
"010780195",2025,3,"SLE",5
"010780195",2025,4,"BPG",4
"010780195",2025,4,"SLE",3
"010780203",2021,1,"BPG",2
"010780203",2021,1,"SLE",6
"010780203",2021,2,"BPG",1
"010780203",2021,2,"SLE",9
"010780203",2021,3,"SLE",1
"010780203",2021,4,"BPG",3
"010780203",2021,4,"SLE",1
"010780203",2021,5,"BPG",5
"010780203",2021,5,"SLE",5
"010780203",2021,6,"BPG",4
"010780203",2021,6,"SLE",4
"010780203",2021,7,"SLE",9
"010780203",2021,8,"BPG",3
"010780203",2021,8,"SLE",2
"010780203",2021,9,"BPG",3
"010780203",2021,9,"SLE",1
"010780203",2021,10,"BPG",5
"010780203",2021,10,"SLE",5
"010780203",2021,11,"BPG",4
"010780203",2021,11,"SLE",3
"010780203",2021,12,"BPG",3
"010780203",2022,1,"BPG",1
"010780203",2022,1,"SLE",1
"010780203",2022,2,"BPG",13
"010780203",2022,2,"SLE",4
"010780203",2022,3,"BPG",4
"010780203",2022,3,"SLE",3
"010780203",2022,4,"BPG",3
"010780203",2022,4,"SLE",1
"010780203",2022,5,"BPG",3
"010780203",2022,6,"BPG",1
"010780203",2022,6,"SLE",2
"010780203",2022,7,"BPG",3
"010780203",2022,7,"SLE",8
"010780203",2022,8,"BPG",4
"010780203",2022,8,"SLE",2
"010780203",2022,9,"BPG",9
"010780203",2022,9,"SLE",7
"010780203",2022,10,"BPG",5
"010780203",2022,10,"SLE",6
"010780203",2022,11,"BPG",8
"010780203",2022,11,"SLE",3
"010780203",2022,12,"BPG",3
"010780203",2022,12,"SLE",5
"010780203",2023,1,"BPG",9
"010780203",2023,1,"SLE",8
"010780203",2023,2,"BPG",12
"010780203",2023,2,"SLE",2
"010780203",2023,3,"BPG",7
"010780203",2023,3,"SLE",4
"010780203",2023,4,"BPG",7
"010780203",2023,4,"SLE",3
"010780203",2023,5,"BPG",7
"010780203",2023,5,"SLE",4
"010780203",2023,6,"BPG",3
"010780203",2023,6,"SLE",4
"010780203",2023,7,"BPG",2
"010780203",2023,8,"BPG",4
"010780203",2023,8,"SLE",2
"010780203",2023,9,"BPG",8
"010780203",2023,9,"SLE",3
"010780203",2023,10,"BPG",8
"010780203",2023,10,"SLE",6
"010780203",2023,11,"BPG",8
"010780203",2023,11,"SLE",2
"010780203",2023,12,"BPG",5
"010780203",2023,12,"SLE",3
"010780203",2024,1,"BPG",6
"010780203",2024,1,"SLE",4
"010780203",2024,2,"BPG",5
"010780203",2024,2,"SLE",4
"010780203",2024,3,"BPG",4
"010780203",2024,3,"SLE",4
"010780203",2024,4,"BPG",2
"010780203",2024,4,"SLE",2
"010780203",2024,5,"BPG",6
"010780203",2024,5,"SLE",1
"010780203",2024,6,"BPG",6
"010780203",2024,6,"SLE",3
"010780203",2024,7,"BPG",7
"010780203",2024,7,"SLE",5
"010780203",2024,8,"BPG",2
"010780203",2024,8,"SLE",3
"010780203",2024,9,"BPG",7
"010780203",2024,9,"SLE",4
"010780203",2024,10,"BPG",2
"010780203",2024,10,"SLE",2
"010780203",2024,11,"BPG",5
"010780203",2024,11,"SLE",3
"010780203",2024,12,"BPG",3
"010780203",2024,12,"SLE",1
"010780203",2025,1,"BPG",6
"010780203",2025,1,"SLE",1
"010780203",2025,2,"BPG",5
"010780203",2025,2,"SLE",1
"010780203",2025,3,"BPG",5
"010780203",2025,3,"SLE",1
"010780203",2025,4,"BPG",4
"010780203",2025,4,"SLE",3
"010780203",2025,5,"BPG",9
"010780203",2025,5,"SLE",5
"010780203",2025,6,"BPG",5
"010780203",2025,6,"SLE",3
"020000162",2021,1,"BPG",1
"020000162",2021,1,"SLE",2
"020000162",2021,2,"SLE",4
"020000162",2021,3,"SLE",2
"020000162",2021,4,"SLE",7
"020000162",2021,5,"BPG",1
"020000162",2021,5,"SLE",5
"020000162",2021,6,"BPG",2
"020000162",2021,6,"SLE",9
"020000162",2021,7,"BPG",1
"020000162",2021,7,"SLE",3
"020000162",2021,8,"BPG",1
"020000162",2021,8,"SLE",5
"020000162",2021,9,"BPG",2
"020000162",2021,9,"SLE",5
"020000162",2021,10,"BPG",1
"020000162",2021,10,"SLE",3
"020000162",2021,11,"SLE",1
"020000162",2021,12,"BPG",1
"020000162",2021,12,"SLE",7
"020000162",2022,1,"BPG",1
"020000162",2022,1,"SLE",7
"020000162",2022,2,"BPG",2
"020000162",2022,2,"SLE",4
"020000162",2022,3,"BPG",1
"020000162",2022,3,"SLE",7
"020000162",2022,4,"SLE",4
"020000162",2022,5,"SLE",7
"020000162",2022,6,"BPG",2
"020000162",2022,6,"SLE",7
"020000162",2022,7,"BPG",1
"020000162",2022,7,"SLE",1
"020000162",2022,8,"SLE",2
"020000162",2022,9,"BPG",2
"020000162",2022,9,"SLE",3
"020000162",2022,10,"BPG",1
"020000162",2022,10,"SLE",3
"020000162",2022,11,"SLE",5
"020000162",2022,12,"SLE",2
"020000162",2023,1,"SLE",6
"020000162",2023,2,"SLE",4
"020000162",2023,3,"BPG",1
"020000162",2023,3,"SLE",10
"020000162",2023,4,"SLE",2
"020000162",2023,5,"BPG",1
"020000162",2023,5,"SLE",4
"020000162",2023,6,"BPG",1
"020000162",2023,7,"SLE",4
"020000162",2023,8,"SLE",2
"020000162",2023,9,"SLE",8
"020000162",2023,10,"BPG",1
"020000162",2023,10,"SLE",1
"020000162",2023,11,"SLE",4
"020000162",2023,12,"SLE",8
"020000162",2024,1,"BPG",1
"020000162",2024,1,"SLE",3
"020000162",2024,2,"SLE",3
"020000162",2024,3,"BPG",1
"020000162",2024,3,"SLE",4
"020000162",2024,4,"SLE",7
"020000162",2024,5,"SLE",3
"020000162",2024,6,"BPG",1
"020000162",2024,6,"SLE",7
"020000162",2024,7,"BPG",1
"020000162",2024,7,"SLE",3
"020000162",2024,8,"SLE",2
"020000162",2024,9,"BPG",2
"020000162",2024,9,"SLE",5
"020000162",2024,10,"SLE",4
"020000162",2024,11,"BPG",1
"020000162",2024,11,"SLE",5
"020000162",2024,12,"BPG",1
"020000162",2024,12,"SLE",4
"020000162",2025,1,"BPG",4
"020000162",2025,1,"SLE",8
"020000162",2025,2,"SLE",7
"020000162",2025,3,"BPG",4
"020000162",2025,3,"SLE",2
"020000162",2025,4,"BPG",1
"020000162",2025,4,"SLE",8
"020000162",2025,5,"SLE",9
"020000162",2025,6,"BPG",1
"020000162",2025,6,"SLE",5
"020000394",2021,1,"BPG",2
"020000394",2021,1,"SLE",5
"020000394",2021,2,"BPG",1
"020000394",2021,2,"SLE",3
"020000394",2021,3,"SLE",7
"020000394",2021,4,"BPG",2
"020000394",2021,4,"SLE",5
"020000394",2021,5,"SLE",1
"020000394",2021,6,"SLE",4
"020000394",2021,7,"SLE",3
"020000394",2021,9,"SLE",4
"020000394",2021,10,"SLE",3
"020000394",2021,11,"SLE",3
"020000394",2022,1,"SLE",3
"020000394",2022,2,"SLE",5
"020000394",2022,3,"SLE",8
"020000394",2022,5,"SLE",2
"020000394",2022,6,"SLE",9
"020000394",2022,7,"SLE",4
"020000394",2022,8,"SLE",5
"020000394",2022,9,"BPG",1
"020000394",2022,9,"SLE",4
"020000394",2022,10,"BPG",2
"020000394",2022,10,"SLE",4
"020000394",2022,11,"SLE",3
"020000394",2022,12,"SLE",3
"020000394",2023,1,"BPG",1
"020000394",2023,1,"SLE",3
"020000394",2023,2,"SLE",2
"020000394",2023,3,"SLE",6
"020000394",2023,4,"SLE",1
"020000394",2023,5,"SLE",1
"020000394",2023,6,"SLE",3
"020000394",2023,7,"SLE",3
"020000394",2023,8,"SLE",3
"020000394",2023,9,"SLE",1
"020000394",2023,11,"SLE",6
"020000394",2023,12,"SLE",5
"020000394",2024,1,"SLE",4
"020000394",2024,2,"SLE",6
"020000394",2024,3,"BPG",1
"020000394",2024,3,"SLE",4
"020000394",2024,4,"BPG",2
"020000394",2024,4,"SLE",1
"020000394",2024,5,"SLE",7
"020000394",2024,6,"SLE",2
"020000394",2024,7,"SLE",4
"020000394",2024,8,"BPG",1
"020000394",2024,8,"SLE",1
"020000394",2024,9,"SLE",2
"020000394",2024,10,"SLE",4
"020000394",2024,11,"BPG",1
"020000394",2024,11,"SLE",5
"020000394",2024,12,"SLE",2
"020000394",2025,1,"SLE",5
"020000394",2025,2,"SLE",5
"020000394",2025,3,"SLE",2
"020000394",2025,4,"SLE",8
"020000519",2021,1,"SLE",1
"020000519",2021,3,"SLE",1
"020000519",2021,4,"SLE",2
"020000519",2021,7,"SLE",2
"020000519",2021,8,"SLE",4
"020000519",2021,9,"SLE",1
"020000519",2021,10,"SLE",3
"020000519",2021,11,"BPG",2
"020000519",2021,11,"SLE",2
"020000519",2021,12,"SLE",3
"020000519",2022,1,"SLE",3
"020000519",2022,2,"SLE",1
"020000519",2022,3,"SLE",5
"020000519",2022,4,"BPG",2
"020000519",2022,4,"SLE",2
"020000519",2022,5,"BPG",3
"020000519",2022,5,"SLE",4
"020000519",2022,6,"SLE",5
"020000519",2022,7,"SLE",4
"020000519",2022,10,"BPG",1
"020000519",2022,10,"SLE",4
"020000519",2022,11,"BPG",1
"020000519",2022,11,"SLE",13
"020000519",2022,12,"SLE",7
"020000519",2023,1,"BPG",1
"020000519",2023,1,"SLE",10
"020000519",2023,2,"SLE",3
"020000519",2023,3,"SLE",4
"020000519",2023,4,"SLE",2
"020000519",2023,5,"BPG",1
"020000519",2023,5,"SLE",6
"020000519",2023,6,"BPG",1
"020000519",2023,6,"SLE",4
"020000519",2023,7,"BPG",1
"020000519",2023,7,"SLE",2
"020000519",2023,8,"SLE",4
"020000519",2023,9,"SLE",3
"020000519",2023,10,"SLE",5
"020000519",2023,11,"SLE",3
"020000519",2023,12,"BPG",1
"020000519",2023,12,"SLE",2
"020000519",2024,1,"SLE",6
"020000519",2024,2,"BPG",1
"020000519",2024,2,"SLE",3
"020000519",2024,3,"BPG",1
"020000519",2024,3,"SLE",4
"020000519",2024,4,"SLE",6
"020000519",2024,5,"SLE",3
"020000519",2024,6,"SLE",10
"020000519",2024,7,"SLE",2
"020000519",2024,8,"SLE",2
"020000519",2024,9,"SLE",8
"020000519",2024,10,"BPG",2
"020000519",2024,10,"SLE",4
"020000519",2024,11,"BPG",1
"020000519",2024,11,"SLE",8
"020000519",2024,12,"BPG",1
"020000519",2024,12,"SLE",4
"020000519",2025,1,"BPG",1
"020000519",2025,1,"SLE",4
"020000519",2025,2,"SLE",7
"020000519",2025,3,"BPG",1
"020000519",2025,3,"SLE",6
"020000519",2025,4,"BPG",2
"020000519",2025,4,"SLE",4
"020000519",2025,5,"BPG",1
"020000519",2025,5,"SLE",2
"020000519",2025,6,"BPG",1
"020000519",2025,6,"SLE",6
"020010047",2021,1,"BPG",3
"020010047",2021,1,"SLE",9
"020010047",2021,2,"BPG",2
"020010047",2021,2,"SLE",2
"020010047",2021,3,"BPG",2
"020010047",2021,3,"SLE",7
"020010047",2021,4,"SLE",1
"020010047",2021,5,"BPG",4
"020010047",2021,5,"SLE",2
"020010047",2021,6,"BPG",2
"020010047",2021,6,"SLE",4
"020010047",2021,7,"BPG",1
"020010047",2021,7,"SLE",1
"020010047",2021,8,"BPG",3
"020010047",2021,8,"SLE",3
"020010047",2021,9,"BPG",1
"020010047",2021,9,"SLE",9
"020010047",2021,10,"BPG",2
"020010047",2021,10,"SLE",7
"020010047",2021,11,"BPG",1
"020010047",2021,11,"SLE",6
"020010047",2021,12,"BPG",1
"020010047",2021,12,"SLE",5
"020010047",2022,1,"BPG",2
"020010047",2022,1,"SLE",8
"020010047",2022,2,"BPG",2
"020010047",2022,2,"SLE",5
"020010047",2022,3,"BPG",4
"020010047",2022,3,"SLE",14
"020010047",2022,4,"BPG",1
"020010047",2022,4,"SLE",9
"020010047",2022,5,"BPG",1
"020010047",2022,5,"SLE",11
"020010047",2022,6,"BPG",1
"020010047",2022,6,"SLE",3
"020010047",2022,7,"BPG",1
"020010047",2022,7,"SLE",3
"020010047",2022,8,"SLE",4
"020010047",2022,9,"BPG",1
"020010047",2022,9,"SLE",2
"020010047",2022,10,"BPG",1
"020010047",2022,10,"SLE",2
"020010047",2022,11,"BPG",1
"020010047",2022,11,"SLE",3
"020010047",2022,12,"SLE",6
"020010047",2023,1,"SLE",4
"020010047",2023,2,"SLE",5
"020010047",2023,3,"BPG",3
"020010047",2023,3,"SLE",5
"020010047",2023,4,"SLE",1
"020010047",2023,5,"BPG",1
"020010047",2023,5,"SLE",4
"020010047",2023,6,"SLE",5
"020010047",2023,7,"SLE",2
"020010047",2023,8,"BPG",2
"020010047",2023,8,"SLE",7
"020010047",2023,9,"SLE",6
"020010047",2023,10,"BPG",3
"020010047",2023,10,"SLE",2
"020010047",2023,11,"SLE",3
"020010047",2023,12,"SLE",3
"020010047",2024,1,"BPG",1
"020010047",2024,1,"SLE",6
"020010047",2024,3,"BPG",2
"020010047",2024,3,"SLE",5
"020010047",2024,4,"SLE",6
"020010047",2024,5,"BPG",2
"020010047",2024,5,"SLE",3
"020010047",2024,6,"BPG",1
"020010047",2024,6,"SLE",6
"020010047",2024,7,"SLE",2
"020010047",2024,8,"BPG",2
"020010047",2024,8,"SLE",1
"020010047",2024,9,"BPG",4
"020010047",2024,9,"SLE",9
"020010047",2024,10,"BPG",1
"020010047",2024,10,"SLE",4
"020010047",2024,11,"BPG",2
"020010047",2024,11,"SLE",6
"020010047",2024,12,"SLE",3
"020010047",2025,1,"BPG",4
"020010047",2025,1,"SLE",5
"020010047",2025,2,"BPG",1
"020010047",2025,2,"SLE",6
"020010047",2025,3,"SLE",4
"020010047",2025,4,"BPG",1
"020010047",2025,4,"SLE",5
"020010047",2025,5,"BPG",3
"020010047",2025,5,"SLE",3
"020010047",2025,6,"BPG",1
"020010047",2025,6,"SLE",6
"030781116",2021,1,"SLE",6
"030781116",2021,2,"BPG",1
"030781116",2021,2,"SLE",4
"030781116",2021,3,"BPG",2
"030781116",2021,3,"SLE",11
"030781116",2021,4,"SLE",1
"030781116",2021,5,"SLE",5
"030781116",2021,6,"SLE",6
"030781116",2021,7,"SLE",1
"030781116",2021,8,"BPG",1
"030781116",2021,8,"SLE",6
"030781116",2021,9,"SLE",5
"030781116",2021,10,"SLE",7
"030781116",2021,11,"BPG",1
"030781116",2021,11,"SLE",4
"030781116",2021,12,"SLE",2
"030781116",2022,1,"SLE",3
"030781116",2022,2,"SLE",1
"030781116",2022,3,"SLE",4
"030781116",2022,4,"SLE",3
"030781116",2022,5,"SLE",2
"030781116",2022,6,"SLE",3
"030781116",2022,7,"SLE",4
"030781116",2022,8,"BPG",1
"030781116",2022,8,"SLE",1
"030781116",2022,9,"SLE",5
"030781116",2022,10,"BPG",3
"030781116",2022,10,"SLE",5
"030781116",2022,11,"SLE",6
"030781116",2022,12,"SLE",3
"030781116",2023,1,"SLE",9
"030781116",2023,2,"BPG",1
"030781116",2023,2,"SLE",2
"030781116",2023,3,"SLE",4
"030781116",2023,4,"BPG",1
"030781116",2023,4,"SLE",4
"030781116",2023,5,"BPG",2
"030781116",2023,5,"SLE",5
"030781116",2023,6,"BPG",2
"030781116",2023,6,"SLE",4
"030781116",2023,7,"SLE",2
"030781116",2023,8,"SLE",1
"030781116",2023,9,"SLE",3
"030781116",2023,10,"SLE",7
"030781116",2023,11,"BPG",1
"030781116",2023,11,"SLE",10
"030781116",2023,12,"SLE",1
"030781116",2024,1,"SLE",2
"030781116",2024,2,"SLE",2
"030781116",2024,3,"BPG",1
"030781116",2024,3,"SLE",6
"030781116",2024,4,"BPG",2
"030781116",2024,4,"SLE",5
"030781116",2024,5,"SLE",9
"030781116",2024,6,"BPG",1
"030781116",2024,6,"SLE",5
"030781116",2024,7,"SLE",4
"030781116",2024,8,"SLE",5
"030781116",2024,9,"SLE",4
"030781116",2024,10,"BPG",1
"030781116",2024,10,"SLE",4
"030781116",2024,11,"SLE",7
"030781116",2024,12,"SLE",1
"030781116",2025,1,"BPG",1
"030781116",2025,1,"SLE",2
"030781116",2025,2,"BPG",1
"030781116",2025,2,"SLE",7
"030781116",2025,3,"SLE",2
"030781116",2025,4,"BPG",1
"030781116",2025,4,"SLE",4
"030781116",2025,5,"SLE",5
"030781116",2025,6,"BPG",1
"030781116",2025,6,"SLE",4
"040000093",2021,1,"BPG",1
"040000093",2021,6,"BPG",2
"040000093",2021,6,"SLE",1
"040000093",2021,7,"BPG",1
"040000093",2021,7,"SLE",1
"040000093",2021,8,"BPG",2
"040000093",2021,8,"SLE",1
"040000093",2021,9,"BPG",1
"040000093",2021,9,"SLE",1
"040000093",2021,10,"BPG",1
"040000093",2021,10,"SLE",1
"040000093",2021,11,"SLE",1
"040000093",2022,2,"BPG",2
"040000093",2022,2,"SLE",1
"040000093",2022,3,"BPG",4
"040000093",2022,3,"SLE",1
"040000093",2022,4,"BPG",1
"040000093",2022,4,"SLE",4
"040000093",2022,5,"BPG",4
"040000093",2022,5,"SLE",1
"040000093",2022,6,"BPG",1
"040000093",2022,6,"SLE",2
"040000093",2022,7,"BPG",1
"040000093",2022,8,"SLE",2
"040000093",2022,9,"BPG",1
"040000093",2022,9,"SLE",2
"040000093",2022,10,"BPG",2
"040000093",2022,10,"SLE",2
"040000093",2022,11,"BPG",1
"040000093",2022,12,"SLE",2
"040000093",2023,1,"BPG",1
"040000093",2023,1,"SLE",3
"040000093",2023,2,"SLE",1
"040000093",2023,3,"BPG",2
"040000093",2023,3,"SLE",2
"040000093",2023,4,"BPG",2
"040000093",2023,5,"BPG",2
"040000093",2023,5,"SLE",2
"040000093",2023,6,"BPG",2
"040000093",2023,6,"SLE",1
"040000093",2023,7,"BPG",2
"040000093",2023,7,"SLE",1
"040000093",2023,8,"BPG",3
"040000093",2023,8,"SLE",1
"040000093",2023,9,"BPG",1
"040000093",2023,9,"SLE",1
"040000093",2023,10,"SLE",3
"040000093",2023,11,"BPG",3
"040000093",2023,11,"SLE",4
"040000093",2024,2,"BPG",1
"040000093",2024,2,"SLE",2
"040000093",2024,3,"SLE",1
"040000093",2024,4,"BPG",2
"040000093",2024,4,"SLE",3
"040000093",2024,6,"BPG",2
"040000093",2024,6,"SLE",1
"040000093",2024,8,"BPG",1
"040000093",2024,9,"BPG",1
"040000093",2024,9,"SLE",3
"040000093",2024,10,"SLE",2
"040000093",2024,11,"BPG",1
"040000093",2024,11,"SLE",2
"040000093",2024,12,"BPG",2
"040000093",2025,1,"BPG",1
"040000093",2025,1,"SLE",4
"040000093",2025,2,"BPG",2
"040000093",2025,2,"SLE",1
"040000093",2025,3,"BPG",2
"040000093",2025,3,"SLE",2
"040000093",2025,4,"SLE",1
"040000093",2025,6,"BPG",1
"040000093",2025,6,"SLE",1
"050000348",2021,1,"BPG",2
"050000348",2021,1,"SLE",3
"050000348",2021,2,"SLE",5
"050000348",2021,3,"BPG",2
"050000348",2021,3,"SLE",2
"050000348",2021,4,"SLE",3
"050000348",2021,5,"BPG",1
"050000348",2021,5,"SLE",2
"050000348",2021,6,"SLE",6
"050000348",2021,7,"SLE",1
"050000348",2021,8,"SLE",4
"050000348",2021,9,"BPG",1
"050000348",2021,9,"SLE",8
"050000348",2021,10,"BPG",1
"050000348",2021,10,"SLE",3
"050000348",2021,11,"SLE",5
"050000348",2021,12,"BPG",1
"050000348",2021,12,"SLE",2
"050000348",2022,2,"BPG",2
"050000348",2022,2,"SLE",3
"050000348",2022,3,"BPG",2
"050000348",2022,3,"SLE",6
"050000348",2022,4,"SLE",5
"050000348",2022,5,"BPG",1
"050000348",2022,5,"SLE",5
"050000348",2022,6,"BPG",2
"050000348",2022,6,"SLE",6
"050000348",2022,7,"SLE",2
"050000348",2022,8,"SLE",2
"050000348",2022,9,"SLE",5
"050000348",2022,10,"BPG",1
"050000348",2022,10,"SLE",1
"050000348",2022,11,"SLE",3
"050000348",2022,12,"SLE",1
"050000348",2023,1,"BPG",2
"050000348",2023,1,"SLE",2
"050000348",2023,3,"BPG",1
"050000348",2023,3,"SLE",5
"050000348",2023,4,"SLE",4
"050000348",2023,5,"SLE",3
"050000348",2023,6,"SLE",1
"050000348",2023,8,"SLE",1
"050000348",2023,9,"BPG",1
"050000348",2023,9,"SLE",2
"050000348",2023,10,"SLE",1
"050000348",2023,11,"SLE",4
"050000348",2023,12,"BPG",1
"050000348",2023,12,"SLE",3
"050000348",2024,1,"BPG",3
"050000348",2024,1,"SLE",3
"050000348",2024,2,"BPG",1
"050000348",2024,2,"SLE",4
"050000348",2024,3,"BPG",2
"050000348",2024,3,"SLE",1
"050000348",2024,4,"SLE",2
"050000348",2024,5,"BPG",1
"050000348",2024,5,"SLE",1
"050000348",2024,6,"BPG",1
"050000348",2024,6,"SLE",2
"050000348",2024,7,"BPG",3
"050000348",2024,7,"SLE",6
"050000348",2024,8,"SLE",3
"050000348",2024,9,"BPG",3
"050000348",2024,9,"SLE",4
"050000348",2024,10,"BPG",1
"050000348",2024,10,"SLE",7
"050000348",2024,11,"SLE",2
"050000348",2024,12,"SLE",1
"050000348",2025,1,"BPG",3
"050000348",2025,1,"SLE",4
"050000348",2025,2,"SLE",2
"050000348",2025,3,"SLE",2
"050000348",2025,4,"SLE",5
"050000348",2025,5,"BPG",1
"050000348",2025,6,"BPG",1
"050000348",2025,6,"SLE",1
"060000478",2021,1,"SLE",6
"060000478",2021,2,"SLE",6
"060000478",2021,3,"SLE",1
"060000478",2021,5,"SLE",2
"060000478",2021,6,"SLE",4
"060000478",2021,7,"BPG",1
"060000478",2021,7,"SLE",4
"060000478",2021,8,"BPG",2
"060000478",2021,8,"SLE",1
"060000478",2021,9,"BPG",1
"060000478",2021,9,"SLE",4
"060000478",2021,10,"BPG",1
"060000478",2021,10,"SLE",2
"060000478",2021,11,"BPG",1
"060000478",2021,12,"SLE",1
"060000478",2022,1,"SLE",3
"060000478",2022,2,"SLE",3
"060000478",2022,3,"BPG",2
"060000478",2022,3,"SLE",3
"060000478",2022,4,"BPG",2
"060000478",2022,5,"BPG",1
"060000478",2022,5,"SLE",3
"060000478",2022,6,"BPG",1
"060000478",2022,6,"SLE",2
"060000478",2022,7,"BPG",1
"060000478",2022,8,"BPG",2
"060000478",2022,8,"SLE",2
"060000478",2022,10,"BPG",1
"060000478",2022,10,"SLE",1
"060000478",2022,12,"SLE",1
"060000478",2023,1,"SLE",4
"060000478",2023,2,"SLE",1
"060000478",2023,3,"BPG",2
"060000478",2023,3,"SLE",1
"060000478",2023,4,"BPG",3
"060000478",2023,4,"SLE",1
"060000478",2023,5,"BPG",3
"060000478",2023,5,"SLE",2
"060000478",2023,6,"BPG",1
"060000478",2023,6,"SLE",2
"060000478",2023,7,"BPG",1
"060000478",2023,7,"SLE",3
"060000478",2023,8,"BPG",1
"060000478",2023,8,"SLE",1
"060000478",2023,9,"BPG",1
"060000478",2023,9,"SLE",2
"060000478",2023,10,"BPG",1
"060000478",2023,11,"BPG",1
"060000478",2023,11,"SLE",2
"060000478",2023,12,"SLE",1
"060000478",2024,1,"SLE",3
"060000478",2024,3,"SLE",1
"060000478",2024,4,"SLE",3
"060000478",2024,5,"BPG",1
"060000478",2024,5,"SLE",2
"060000478",2024,6,"SLE",1
"060000478",2024,7,"BPG",2
"060000478",2024,7,"SLE",2
"060000478",2024,8,"SLE",1
"060000478",2024,9,"BPG",1
"060000478",2024,9,"SLE",1
"060000478",2024,10,"BPG",1
"060000478",2024,10,"SLE",1
"060000478",2024,11,"SLE",2
"060000478",2024,12,"SLE",3
"060000478",2025,1,"BPG",2
"060000478",2025,1,"SLE",1
"060000478",2025,2,"SLE",2
"060000478",2025,4,"SLE",1
"060000478",2025,5,"SLE",2
"060000478",2025,6,"SLE",1
"060000510",2021,1,"BPG",11
"060000510",2021,2,"BPG",15
"060000510",2021,2,"SLE",3
"060000510",2021,3,"BPG",13
"060000510",2021,3,"SLE",2
"060000510",2021,4,"BPG",9
"060000510",2021,5,"BPG",11
"060000510",2021,5,"SLE",3
"060000510",2021,6,"BPG",9
"060000510",2021,6,"SLE",2
"060000510",2021,7,"BPG",10
"060000510",2021,8,"BPG",9
"060000510",2021,8,"SLE",3
"060000510",2021,9,"SLE",1
"060000510",2021,10,"BPG",1
"060000510",2021,10,"SLE",2
"060000510",2021,11,"BPG",6
"060000510",2021,11,"SLE",2
"060000510",2021,12,"BPG",3
"060000510",2021,12,"SLE",4
"060000510",2022,1,"BPG",6
"060000510",2022,1,"SLE",1
"060000510",2022,2,"BPG",3
"060000510",2022,2,"SLE",2
"060000510",2022,3,"BPG",13
"060000510",2022,3,"SLE",1
"060000510",2022,4,"BPG",8
"060000510",2022,4,"SLE",3
"060000510",2022,5,"BPG",13
"060000510",2022,5,"SLE",3
"060000510",2022,6,"BPG",10
"060000510",2022,6,"SLE",3
"060000510",2022,7,"BPG",1
"060000510",2022,7,"SLE",2
"060000510",2022,8,"SLE",1
"060000510",2022,9,"BPG",7
"060000510",2022,9,"SLE",1
"060000510",2022,10,"BPG",8
"060000510",2022,10,"SLE",4
"060000510",2022,11,"BPG",13
